KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,
952.01,2.1831,1513,40,104.4075,0.0019,5.901255,0.000076,21.08,0.53,0.03745,0.00067,0.028,0.04,2.3,0.05,575,6.4E-05,2,NoObs,,
952.02,2.2980,1271,29,103.6308,0.0026,8.75246,0.00015,20,40,0.038,0.011,0.8,1,2.3,0.065,504,6.6E-05,2,NoObs,,
952.03,3.1143,1749,30,88.2077,0.0029,22.78033,0.00031,57.6,1.7,0.04023,0.00093,0.015,0.033,2.4,0.124,365,-,4,,,
952.04,1.6236,355,12,66.6118,0.0051,2.896029,0.000063,14.6,1.4,0.0188,0.0015,0.0155,-,1.1,0.031,730,-,4,,,
953.01,2.7191,2545,98,103.4274,0.0011,3.584109,0.000025,10.46,0.11,0.04688,0.00038,0.0058,-,4.4,0.046,1045,2.5E-05,2,,,
954.01,2.9184,735,29,107.5203,0.0029,8.11522,0.00016,20,110,0.027,0.028,0.4,2.6,2.3,0.08,792,2.8E-05,2,NoObs,,
954.02,4.7151,851,19,107.2189,0.0057,36.9254,0.0014,52,300,0.028,0.03,0.5,2.4,2.5,0.219,479,2.6E-05,2,NoObs,,
955.01,3.9934,510,28,108.7269,0.0035,7.03918,0.00018,13,84,0.021,0.024,0.3,2.9,2.3,0.074,975,2.9E-05,3,,,
956.01,2.8217,2027,72,108.6457,0.0012,8.36077,0.000072,21,35,0.044,0.017,0.6,1.3,5.1,0.077,746,1.3E-05,2,,,
960.01,6.1820,37221,1062,110.15256,0.0002,15.801109,0.000035,20.85,0.22,0.18276,0.0005,0.46,0.11,13.9,0.12,555,1.7E-05,2,,,
961.01,0.5391,1483,50,103.48288,0.00053,1.2137724,0.0000044,9.3,2.8,0.053,0.0033,0.82,0.25,3.9,0.019,1106,-,3,,1,
961.02,0.5518,1181,71,66.86865,0.00041,0.4532882,0.0000009,2.6,0.78,0.19431,0.00081,1.29,0.39,14.4,0.01,1524,-,4,,,
961.03,0.7135,905,31,66.7918,0.0011,1.8651126,0.0000091,6.7,2,0.14,0.23,1.2,0.36,10.7,0.025,964,-,4,,,
972.01,4.5448,328,134,194.53889,0.0006,13.118925,0.000085,16,14,0.0192,0.0025,0.76,0.74,5.3,0.126,1540,3.7E-06,2,,1,
974.01,10.3158,151,37,105.9806,0.006,53.5067,0.002,39.95,0.57,0.01176,0.00019,0.012,0.028,1.5,0.289,542,1.8E-05,2,,,
975.01,3.4387,64,37,193.8369,0.0017,2.785755,0.000034,3.4,8.7,0.0089,0.0037,0.8,1,1.1,0.039,1404,1.3E-05,2,,,
976.01,5.7336,22147,137,117.971,0.0011,52.56862,0.00047,62,19,0.1553,0.0015,0.55,0.17,27.5,0.337,757,-,3,,1,
977.01,3.5914,1053,42,194.4372,0.0019,1.353659,0.000027,2.95,0.89,0.02656,0.00079,0.051,0.015,0.8,0.014,628,-,3,,1,
981.01,3.0023,96,12,194.726,0.0052,3.99942,0.00022,2.9,0.87,0.0132,0.0012,0.96,0.29,5.9,0.055,1928,-,3,,1,
984.01,2.8947,661,12,195.0462,0.0047,4.28899,0.00022,7.9,2.4,0.027,0.0021,0.58,0.17,4.4,0.054,1358,-,3,,1,
986.01,3.1093,509,19,193.8655,0.0034,8.18758,0.0003,19,157,0.022,0.039,0.4,3.1,1.3,0.077,626,6.9E-05,2,,,
987.01,1.0682,162,13,194.8413,0.0023,3.179301,0.000077,23,165,0.014,0.021,0.6,2.5,1.3,0.042,1041,6.7E-05,2,,,
988.01,3.1800,744,9.7,201.0204,0.0038,10.38143,0.00044,11.8,3.5,0.0328,0.0021,0.84,0.25,6.3,0.097,947,5.6E-05,2,,,
991.01,2.3459,275,24,71.2251,0.0035,12.06208,0.00018,29,179,0.018,0.021,0.8,1.8,3.2,0.108,981,-,2,,,
992.01,3.9772,383,12,69.4505,0.0098,9.93167,0.00042,18.8,1.2,0.01897,0.00098,0.024,0.014,1.6,0.091,735,-,3,,1,
993.01,3.3032,374,14,77.3278,0.0074,21.85242,0.0007,44,418,0.019,0.036,0.5,3.1,1.4,0.152,519,8.8E-05,3,,1,
994.01,2.1635,195,11,65.8649,0.0069,4.29889,0.00013,11.4,3.4,0.0142,0.0011,0.46,0.14,1.5,0.052,1032,1.1E-04,3,,1,
998.01,5.2630,85277,564,147.03869,0.00025,161.78801,0.00019,297.87,0.69,0.26748,0.00042,0.001,0.014,25.0,0.592,308,-,3,,1,
999.01,4.0767,1126,23,79.1504,0.0052,16.56815,0.00039,30,215,0.032,0.048,0.4,3,2.9,0.125,583,8.7E-05,2,,,
1001.01,12.8302,125,19,68.321,0.014,20.4024,0.0013,12.28752,0.00076,0.01033,-,-,-,2.6,0.159,1006,8.1E-05,3,,1,
1002.01,1.8181,143,14,65.9865,0.0046,3.481678,0.000066,18.11,0.9,0.01455,0.00054,0.0848,-,1.0,0.043,842,9.5E-05,3,,1,
1003.01,7.3074,22962,158,105.2651,0.0014,8.360619,0.000057,9.94,0.06,0.1409,0.00067,0.0047,-,14.1,0.08,766,-,3,,1,
1005.01,8.5483,4547,105,130.0317,0.0021,35.61842,0.00039,33.93486,0.00038,0.062,0.043,0.0023,-,6.5,0.208,469,-,4,,,
1010.01,18.1142,210,12,78.953,0.036,110.645,0.021,26,48,0.0162,0.0055,0.85,0.86,2.7,0.48,506,-,4,,,
1013.01,0.7714,794,62,66.661,0.00064,0.5187505,0.0000015,6.51,0.21,0.02606,0.00049,0.014,0.03,1.6,0.012,1641,-,4,,,
1014.01,3.1358,1324,19,75.3548,0.0048,17.31731,0.0004,45,384,0.035,0.061,0.2,3.4,2.7,0.12,502,-,4,,,
1015.01,4.4039,509,26,73.1092,0.0052,9.42869,0.00018,16,108,0.021,0.029,0.3,3,2.4,0.091,921,-,4,,,
1015.02,3.3973,139,9.6,68.752,0.011,4.08909,0.00017,6,42,0.015,0.02,0.8,1.9,1.6,0.052,1218,-,4,,,
1017.01,4.1116,683,26,74.676,0.0046,17.44529,0.00036,23,84,0.027,0.02,0.7,1.6,3.0,0.133,659,-,4,,,
1019.01,2.5586,36,8.2,68.32,0.01,2.49677,0.00011,7.94,0.47,0.00728,0.00041,0.018,-,1.2,0.037,1364,-,4,,,
1020.01,6.3051,9573,300,97.06991,0.00072,54.35611,0.0002,42,12,0.1318,0.0024,0.88,0.26,21.9,0.294,580,-,4,,1,
1022.01,4.6376,924,14,129.1832,0.008,18.82778,0.00079,32,1.7,0.0289,0.0013,0.025,0.05,2.8,0.139,612,-,4,,,
1024.01,1.8696,721,26,66.2982,0.0027,5.747732,0.000065,25.2,1.1,0.02563,0.00082,0.073,-,1.7,0.052,635,-,4,,,
1026.01,18.9471,667,19,118.039,0.018,94.1023,0.0097,38.8,1.1,0.02401,0.0008,0.019,0.076,1.8,0.325,242,-,4,,,
1029.01,5.5950,615,15,66.871,0.011,32.3113,0.0014,47.1,2.3,0.0235,0.001,0.007,0.014,2.5,0.203,558,-,4,,,
1030.01,2.8480,385,10,71.431,0.009,9.22978,0.00036,24.8,1.5,0.0223,0.0011,0.089,0.01,1.8,0.088,799,-,4,,,
1031.01,6.1479,280,8.6,68.978,0.019,14.5563,0.0012,17,146,0.018,0.032,0.4,3.2,2.0,0.119,728,-,4,,,
1032.01,24.0138,3843,87,109.1034,0.0044,615.3,4.3,106,32,0.0764,0.0015,0.86,0.26,26.2,1.558,300,-,4,,1,
1050.01,1.5002,321,37,66.3422,0.0016,1.2690943,0.0000089,4,16,0.021,0.015,0.8,1.3,2.3,0.022,1462,-,4,,,
1051.01,2.9340,395,18,71.1168,0.0054,6.79673,0.00016,19.8,0.93,0.02049,0.00075,0.0435,-,1.7,0.071,841,-,4,,,
1052.01,4.3752,503,15,76.3472,0.008,17.0282,0.00058,18,65,0.025,0.017,0.8,1.3,2.6,0.133,719,-,4,,,
1053.01,1.6860,212,14,66.2102,0.0048,1.224848,0.000025,3,15,0.021,0.018,0.8,1.4,1.9,0.022,1466,-,4,,,
1054.01,3.7930,202,13,67.384,0.0091,3.32361,0.00013,7.05,0.28,0.01749,0.00055,0.027,0.048,2.0,0.043,1116,-,4,,,
1059.01,1.4113,141,15,66.4557,0.0039,1.022666,0.000017,8.259,0.023,0.01997,0.0004,0.134,-,1.4,0.019,1400,-,4,,,
1060.01,5.5786,229,17,73.2117,0.0084,12.10963,0.00045,17.02,0.69,0.01436,0.00053,0.008,0.01,1.5,0.107,856,-,4,,,
1060.02,4.8600,117,13,70.697,0.01,4.75793,0.00021,5,25,0.011,0.012,0.8,1.6,1.2,0.058,1163,-,4,,,
1061.01,5.8923,374,14,75.732,0.01,41.818,0.0021,34,162,0.021,0.019,0.8,1.6,2.3,0.241,520,-,4,,,
1072.01,3.6243,428,19,72.112,0.006,10.12804,0.00026,19.22,0.34,0.01809,0.00099,0.467,0.01,2.1,0.094,881,-,4,,,
1078.01,1.4965,1203,30,67.8711,0.002,3.353682,0.000029,18.96,0.81,0.0349,0.001,0.0461,-,1.9,0.034,660,-,4,,,
1081.01,3.2893,570,24,67.3026,0.0042,9.95693,0.00018,21.7,1.2,0.01779,0.00081,0.052,0.01,1.4,0.092,732,-,4,,,
1082.01,2.5360,480,12,68.2737,0.0071,6.50318,0.0002,20.98,0.25,0.0227,0.0011,0.0542,-,1.9,0.066,763,-,4,,,
1083.01,3.5414,311,14,71.5846,0.0079,7.33679,0.00025,16.4,0.96,0.01694,0.00082,0.032,0.01,1.6,0.075,834,-,4,,,
1085.01,1.9381,394,10,72.1556,0.0069,7.71794,0.00023,30.9,4,0.0167,0.0019,0.015,0.01,1.2,0.063,573,-,4,,,
1086.01,5.9559,403,17,77.8771,0.0092,27.6625,0.0012,24,93,0.021,0.016,0.8,1.5,2.5,0.184,623,-,4,,,
1089.01,10.1641,8028,199,108.5986,0.0011,86.67747,0.00047,70.54,0.26,0.0827,0.00028,0.002,0.022,9.6,0.395,429,-,4,,,
1089.02,2.8501,1745,61,73.321,0.0015,12.21822,0.000083,19,12,0.0488,0.006,0.86,0.48,5.7,0.107,824,-,4,,,
1094.01,4.7951,780,24,68.5851,0.0056,6.10027,0.00015,9.95,0.32,0.02633,0.00072,0.0201,-,2.4,0.066,893,-,4,,,
1095.01,2.7384,5394,50,136.9783,0.0019,51.59825,0.00052,70,21,0.2841,0.0019,1.41,0.42,25.8,0.272,422,-,4,,,
1099.01,3.7160,4404,34,131.003,0.0027,161.5252,0.0021,352.6,9.6,0.0613,0.0012,0.031,0.056,3.7,0.573,244,-,4,,,
1101.01,2.2767,333,11,67.8593,0.0075,2.847635,0.000091,10.01,0.88,0.0177,0.0012,0.0617,-,1.1,0.036,865,-,4,,,
1102.01,3.8679,500,18,70.6093,0.0063,12.3318,0.00034,14,36,0.025,0.013,0.8,1.1,3.2,0.108,841,-,4,,,
1102.02,3.8409,376,17,73.563,0.0067,8.14561,0.00024,11.4,1.2,0.0074,0.0031,0.744,0.022,0.9,0.082,966,-,4,,,
1106.01,3.6049,337,15,72.9022,0.0069,7.42603,0.00022,14.1,1.6,0.0093,0.0013,0.015,0.014,0.9,0.076,905,-,4,,,
1108.01,3.6924,340,18,73.0373,0.0063,9.46255,0.00026,20.15,0.89,0.01828,0.00064,0.012,0.01,1.4,0.086,672,-,4,,,
1109.01,6.4230,213,11,67.738,0.015,6.72233,0.00043,8,83,0.013,0.03,0.4,3.6,1.4,0.068,822,-,4,,,
1110.01,3.5692,312,11,68.093,0.01,8.73492,0.00039,20.4,1.4,0.0182,0.0011,0.031,0.01,1.9,0.085,837,-,4,,,
1111.01,3.7924,330,10,69.5,0.011,10.26494,0.00051,21.3553,0.0018,0.02,0.83,0.041,0.01,1.6,0.092,689,-,4,,,
1112.01,7.9162,402,14,91.323,0.013,37.8122,0.0023,36.4,1.6,0.01946,0.00084,0.053,0.014,2.2,0.226,547,-,4,,,
1113.01,4.6584,380,18,82.7491,0.0072,25.93496,0.00086,23,84,0.022,0.014,0.8,1.2,2.6,0.178,676,-,4,,,
1113.02,7.0361,452,15,91.699,0.01,83.4411,0.0042,52,141,0.023,0.012,0.8,1.1,2.8,0.388,458,-,4,,,
1114.01,2.3308,280,11,72.7953,0.0073,7.0472,0.00022,14.1,4.2,0.0181,0.0014,0.66,0.2,2.2,0.073,960,-,4,,,
1115.01,6.0624,214,17,69.3262,0.0097,12.99172,0.00055,16.66,0.45,0.01371,0.00052,0.012,0.014,2.0,0.111,837,-,4,,,
1116.01,1.9015,172,21,68.1021,0.0033,3.749224,0.000053,14,68,0.013,0.013,0.4,2.3,1.4,0.048,1144,-,4,,,
1117.01,6.1980,136,21,74.7572,0.0081,11.08977,0.00039,11,41,0.0119,0.009,0.6,1.8,1.2,0.101,842,-,4,,,
1118.01,1.7024,182,12,70.6009,0.0056,7.37325,0.00018,36.4,3.1,0.01365,0.00097,0.023,0.01,1.8,0.077,1049,-,4,,,
1128.01,1.7084,177,44,66.0736,0.0015,0.9748817,0.0000064,4.493,0.078,0.01342,0.0003,0.0103,-,1.0,0.019,1378,-,4,,,
1129.01,1.4556,310,9.1,66.3832,0.0063,4.89768,0.00013,24,145,0.022,0.027,0.7,2.1,2.7,0.056,959,-,4,,,
1141.01,2.7088,705,15,68.1853,0.0063,5.72796,0.00015,16.43,0.91,0.0273,0.0012,0.0488,-,2.0,0.052,634,-,4,,,
1142.01,2.0797,428,16,66.4288,0.0046,3.755719,0.000073,13.9,4.2,0.01927,0.00098,0.031,0.009,1.5,0.046,892,-,4,,,
1144.01,3.4602,207,14,67.5826,0.0077,2.441836,0.000078,5.44,0.21,0.01666,0.00054,0.0224,-,1.6,0.036,1250,-,4,,,
1145.01,5.3510,448,23,95.8746,0.0052,30.5908,0.00075,45.6,1.4,0.02011,0.00055,0.023,0.014,2.0,0.195,549,-,4,,,
1146.01,2.0887,371,12,69.3494,0.0063,7.09695,0.0002,22,201,0.024,0.044,0.7,2.4,1.3,0.056,512,-,4,,,
1148.01,4.7868,186,15,68.4025,0.009,11.47566,0.00044,10,44,0.015,0.012,0.8,1.3,2.2,0.104,952,-,4,,,
1149.01,1.7338,248,7.3,69.2328,0.0088,7.16918,0.00027,18.3,5.5,0.0173,0.0021,0.7,0.21,1.6,0.072,783,-,4,,,
1150.01,1.9085,76,20,66.9456,0.0036,0.677375,0.000011,2.78,0.22,0.00648,0.00053,0.0522,-,0.7,0.015,1940,-,4,,,
1151.01,3.3203,104,14,67.8179,0.007,5.21785,0.00015,11.62,0.54,0.0107,0.00041,0.0566,-,1.2,0.059,989,-,4,,,
1151.02,3.4924,107,12,68.7486,0.008,7.41084,0.00025,18.1,1,0.0109,0.00051,0.057,0.01,1.2,0.075,877,-,4,,,
1152.01,3.4095,81037,309,111.24288,0.00037,4.7222503,0.0000086,12.99,0.5,0.2689,0.003,0.41,0.21,19.2,0.046,676,-,4,,,
1159.01,5.0986,2254,34,99.1389,0.0072,64.6198,0.002,54,18,0.0538,0.0039,0.87,0.34,5.3,0.304,372,-,4,,,
1160.01,3.1995,998,19,73.5808,0.0053,13.21436,0.00029,32.4,1.6,0.0296,0.0011,0.013,0.044,1.8,0.104,529,-,4,,,
1161.01,3.7439,342,21,68.9164,0.0054,6.05767,0.00014,9,46,0.02,0.019,0.7,1.9,2.3,0.065,925,-,4,,,
1162.01,11.7092,861,65,106.9379,0.0033,158.6951,0.0026,90,86,0.0285,0.0056,0.54,0.98,3.9,0.594,375,-,4,,,
1163.01,1.8096,320,20,68.7149,0.0034,2.936566,0.000043,12.94,0.56,0.01869,0.00061,0.0677,-,1.9,0.04,1153,-,4,,,
1163.02,3.4700,321,17,67.8239,0.0066,8.01533,0.00022,18.36,0.88,0.01746,0.0007,0.027,0.01,1.8,0.079,821,-,4,,,
1164.01,3.5820,206,15,66.3891,0.0073,2.801128,0.000088,5.95,0.26,0.01489,0.00055,0.0147,-,1.2,0.032,829,-,4,,,
1165.01,1.8463,473,35,69.3531,0.002,7.05404,0.00006,34.8,1.3,0.02087,0.0006,0.0053,-,2.9,0.074,1009,-,4,,,
1166.01,1.5231,513,15,66.2153,0.004,7.67503,0.00013,30,221,0.028,0.04,0.8,2,2.8,0.078,880,-,4,,,
†1168.01,23.2431,779,28,161.4507,0.008,458,2054,154,693,0.02577,-,-,-,3.9,1.221,291,-,4,,,
1169.01,1.5932,181,48,66.2862,0.0013,0.6892091,0.000004,3.4,1,0.01247,0.00026,-,-,1.2,0.015,1895,-,4,,,
1170.01,1.2491,470,19,70.3023,0.0028,7.343619,0.00009,29,185,0.024,0.029,0.8,1.9,1.4,0.073,670,-,4,,,
1175.01,12.4129,106,13,75.956,0.02,31.5953,0.0028,19.76,0.73,0.00972,0.00043,0.025,0.02,0.9,0.195,493,-,4,,,
1176.01,1.8347,28812,735,111.6887,0.0001,1.9737605,0.000001,9.635,0.024,0.15708,0.00029,0.001,0.01,11.1,0.028,974,-,4,,,
1177.01,2.5220,19849,46,113.6797,0.0018,3.3056,0.00003,11.3,3.4,0.1301,0.003,-,-,9.8,0.043,945,-,4,,,
1187.01,0.7778,1692,187,66.79903,0.00021,0.3705285,0.0000004,3.809,0.035,0.03961,0.00024,0.0263,-,2.5,0.01,1789,-,4,,,
†1192.01,17.0021,1289,31,105.5114,0.0099,123,-,57.3,0.19,0.033,0.055,0.017,0.069,4.1,0.491,362,-,4,,,
1193.01,3.2991,2482,33,82.2193,0.0035,59.5309,0.0011,59,18,0.106,0.038,1.04,0.31,12.9,0.303,463,-,4,,,
1198.01,5.4692,608,17,72.4887,0.0086,16.08903,0.00063,20,152,0.024,0.037,0.5,2.8,2.0,0.128,679,-,4,,,
1198.02,5.2647,279,9.9,75.726,0.014,10.30133,0.00063,16.75,0.97,0.0184,0.00095,0.038,0.01,1.5,0.095,788,-,4,,,
1199.01,5.5648,973,23,80.864,0.0062,53.5296,0.0015,76.9,2.5,0.02917,0.00083,0.007,0.028,2.7,0.263,379,-,4,,,
1201.01,0.9997,568,12,66.0546,0.0039,2.757529,0.000046,13,3.9,0.0262,0.0028,0.67,0.2,1.4,0.03,686,-,4,,,
1202.01,1.3660,381,15,66.8036,0.0037,0.928308,0.000015,6.04,0.28,0.02657,0.00085,0.059,-,1.5,0.015,1104,-,4,,,
1203.01,5.2656,749,15,93.2296,0.0092,31.8811,0.0014,46.8,2.4,0.0254,0.0011,0.03,0.07,2.5,0.201,544,-,4,,,
1203.02,3.3983,475,12,75.9003,0.0086,14.12823,0.00054,21,146,0.025,0.033,0.8,2,2.4,0.117,713,-,4,,,
1204.01,6.4828,300,13,69.33,0.013,8.39776,0.00048,9.82,0.3,0.01683,0.00073,0.047,0.01,1.7,0.083,906,-,4,,,
1205.01,5.2040,348,19,72.9508,0.0078,8.63851,0.00029,8,34,0.02,0.016,0.8,1.6,2.1,0.085,888,-,4,,,
1207.01,2.1368,662,16,75.3282,0.0046,13.73459,0.00028,29,158,0.029,0.029,0.9,1.4,2.9,0.111,650,-,4,,,
†1208.01,8.5880,3055,74,182.4388,0.0017,300,-,182.55974,-,0.05951,-,0.8091,-,7.0,0.913,301,-,4,,,
1210.01,5.8162,263,17,67.0989,0.0091,14.55495,0.00057,19.4,0.8,0.01534,0.00058,0.009,0.01,1.2,0.119,673,-,4,,,
1212.01,3.8647,252,9.4,67.918,0.013,11.30143,0.00059,24.8,2.1,0.0159,0.0012,0.214,0.01,1.8,0.101,798,-,4,,,
1214.01,2.8863,163,9.8,66.4458,0.0095,4.24176,0.00017,9.81878,0.0004,0.01236,-,0.5139,-,1.5,0.052,1146,-,4,,,
1215.01,7.4620,210,25,75.118,0.0069,17.32298,0.00055,13,38,0.015,0.0086,0.7,1.5,2.2,0.138,869,-,4,,,
1215.02,7.2268,235,20,78.3889,0.0084,33.0058,0.0015,35,289,0.014,0.024,0.1,3.4,2.1,0.212,701,-,4,,,
1216.01,4.0428,167,16,67.3671,0.0074,11.13127,0.00035,12,51,0.015,0.012,0.8,1.3,2.0,0.101,883,-,4,,,
1218.01,4.7972,268,21,66.6822,0.006,29.61863,0.00078,28,91,0.018,0.011,0.8,1.2,2.2,0.192,593,-,4,,,
1219.01,3.0841,89,7.8,67.686,0.012,3.50394,0.00018,8.93,0.24,0.01088,0.00063,0.034,0.01,1.2,0.044,1031,-,4,,,
1220.01,2.3617,119,14,69.8892,0.0058,6.40068,0.00016,15.6,4.7,0.011,0.00063,0.45,0.14,1.1,0.065,797,-,4,,,
1221.01,7.8099,137,16,71.535,0.013,30.1562,0.0016,27,149,0.012,0.013,0.6,2.3,5.0,0.212,944,-,4,,,
1221.02,12.5482,121,15,85.316,0.016,51.0917,0.0039,18,46,0.0124,0.0059,0.8,1,5.3,0.301,792,-,4,,,
1222.01,3.2088,54,8.7,67.499,0.011,4.28545,0.00019,10.81,0.53,0.00955,0.00042,0.018,0.01,0.8,0.048,841,-,4,,,
1226.01,7.8230,79904,1238,106.16362,0.00021,137.75992,0.00016,169,51,0.25847,0.00028,-,-,26.6,0.514,301,-,4,,,
1227.01,1.7476,16872,105,66.57494,0.00064,2.1552826,0.0000059,10.6,3.2,0.1204,0.0013,-,-,8.3,0.032,1066,-,4,,,
1230.01,31.8501,5970,313,147.034,0.0028,165.7537,0.004,43.5,2.4,0.07472,0.00091,0.62,0.22,50.2,0.67,650,-,4,,,
1236.01,7.8927,689,39,84.0494,0.005,35.74468,0.00084,35.69,0.62,0.02448,0.0004,0.028,0.033,2.8,0.222,627,-,4,,,
1236.02,5.6648,179,20,70.6889,0.0076,6.15488,0.00021,8.25,0.21,0.01465,0.00034,0.0146,-,1.7,0.069,1125,-,4,,,
1238.01,7.1034,490,24,72.1086,0.0079,27.07239,0.00092,29.55,0.86,0.02088,0.00055,0.021,0.022,2.1,0.177,543,-,4,,,
1240.01,2.2251,236,26,66.6516,0.003,2.13957,0.000027,7.74,0.27,0.01517,0.00042,0.0088,-,1.5,0.033,1272,-,4,,,
1241.01,10.5451,315,30,80.0705,0.009,21.40827,0.00083,9,10,0.0198,0.0039,0.84,0.67,10.4,0.17,1142,-,4,,,
1241.02,12.6584,141,22,68.746,0.013,10.49447,0.00056,4.2,8.5,0.0133,0.0051,0.8,1.1,7.0,0.106,1446,-,4,,,
1242.01,4.6572,2603,85,216.2398,0.0015,99.642,0.0011,95,29,0.05844,0.00065,0.78,0.23,6.3,0.436,412,-,4,,,
1244.01,3.0620,301,18,67.0974,0.0056,10.80458,0.00025,23,178,0.017,0.027,0.5,2.8,1.5,0.097,746,-,4,,,
1245.01,5.3201,239,18,73.7271,0.0084,13.72029,0.00051,20.1,0.8,0.01464,0.00051,0.005,0.01,1.5,0.116,774,-,4,,,
1246.01,3.5116,326,13,81.5517,0.0086,19.03726,0.00071,23,97,0.021,0.016,0.9,1.2,2.4,0.144,723,-,4,,,
1257.01,4.4410,7473,110,106.7926,0.0011,86.64814,0.00043,164.8,1.4,0.07981,0.00052,0.026,0.02,10.4,0.385,398,-,4,,,
1258.01,6.3287,2841,58,93.3913,0.0028,36.33921,0.00048,37,22,0.0533,0.0066,0.63,0.72,4.2,0.214,446,-,4,,,
1261.01,11.5198,4741,90,149.0435,0.0024,133.4589,0.0018,94.43,0.75,0.06354,0.00046,0.026,0.017,6.3,0.521,335,-,4,,,
1264.01,3.5197,1034,25,75.2628,0.0044,14.13146,0.00027,31.8,1.1,0.03033,0.00087,0.003,0.01,2.7,0.114,637,-,4,,,
1266.01,3.9623,816,30,70.6651,0.0041,11.41944,0.0002,23.21,0.66,0.02688,0.00062,0.029,0.047,2.0,0.087,543,-,4,,,
†1268.01,10.3358,5940,76,293.0702,0.0019,191,14,135.9,9.9,0.07383,-,0.4742,-,8.6,0.671,336,-,4,,,
1270.01,1.2127,815,29,71.5555,0.0017,5.729434,0.000043,20,65,0.033,0.02,0.9,1.1,2.0,0.06,698,-,4,,,
1273.01,5.3917,1064,35,102.9068,0.004,40.05949,0.00075,58.8,1.3,0.03022,0.00057,0.028,0.039,2.8,0.23,460,-,4,,,
1275.01,6.3429,970,50,100.6306,0.0041,50.28661,0.0009,56,150,0.03,0.016,0.4,1.8,3.3,0.269,466,-,4,,,
1276.01,5.1517,517,26,71.6997,0.0053,22.78864,0.00052,26,94,0.023,0.016,0.7,1.7,1.5,0.154,474,-,4,,,
1278.01,5.8956,263,14,78.079,0.011,12.40287,0.00061,16.24,0.72,0.01629,0.00068,0.061,0.01,1.6,0.107,744,-,4,,,
1278.02,6.2243,682,20,94.3182,0.0078,44.3474,0.0016,56.8,2,0.02488,0.0008,0.042,0.01,2.4,0.25,487,-,4,,,
1279.01,4.9091,292,25,71.2073,0.0056,14.37428,0.00035,22.86,0.67,0.016,0.00042,0.015,0.033,1.1,0.115,584,-,4,,,
1281.01,2.8618,523,15,74.8243,0.0056,49.4787,0.0012,134,1323,0.022,0.045,0.4,3.4,2.0,0.265,431,-,4,,,
1282.01,8.5310,212,30,95.883,0.006,30.86317,0.00087,28.97,0.62,0.0138,0.00029,0.027,0.01,2.0,0.201,688,-,4,,,
1283.01,5.8824,53,20,71.0524,0.0075,8.09166,0.00026,10.16,0.31,0.00717,0.00021,0.028,0.01,0.7,0.077,883,-,4,,,
1285.01,1.6718,4576,94,67.72319,0.00069,0.937416,0.0000028,2.12,0.28,0.0814,0.0029,0.9,0.19,8.0,0.019,1606,-,4,,,
1288.01,6.6527,8365,135,152.7044,0.0013,117.93,0.001,170.9,1.2,0.08401,0.00047,0.008,0.014,9.8,0.488,400,-,4,,,
1298.01,2.0927,1391,28,76.2253,0.0027,11.00823,0.00013,22,20,0.0445,0.0079,0.9,0.5,3.7,0.084,554,-,4,,,
1299.01,15.1959,789,68,104.5278,0.0048,52.4989,0.0013,28,0.24,0.02601,0.00024,0.021,0.017,10.2,0.305,748,-,4,,,
1300.01,1.1440,416,57,66.94395,0.00089,0.6313314,0.0000025,4.779,0.012,0.02036,0.00025,0.07,-,1.7,0.013,1485,-,4,,,
1301.01,2.6177,703,13,117.9894,0.0064,12.69902,0.00037,33,379,0.027,0.064,0.6,3.4,1.9,0.104,588,-,4,,,
1301.02,3.5078,1045,13,122.2828,0.0083,37.5214,0.0014,60,432,0.034,0.048,0.7,2.2,2.3,0.215,409,-,4,,,
1302.01,6.8896,804,28,120.558,0.0049,55.6394,0.0014,63.6,1.6,0.02629,0.0006,0.004,0.01,2.4,0.289,427,-,4,,,
1303.01,18.2696,383,24,76.689,0.014,34.2936,0.0021,14.62,0.32,0.01818,0.00046,0.026,0.03,2.6,0.21,579,-,4,,,
1304.01,3.1186,297,11,69.4812,0.0089,4.59723,0.00018,9,60,0.021,0.029,0.7,2.3,1.8,0.055,964,-,4,,,
1305.01,2.2079,262,15,67.5591,0.0051,2.633895,0.000057,9.19,0.11,0.0174,0.00058,0.0493,-,1.3,0.036,1020,-,4,,,
1306.01,1.7321,239,14,66.327,0.0047,1.796375,0.000036,10.201,0.054,0.02101,0.00057,0.0975,-,2.1,0.029,1431,-,4,,,
1306.02,2.2614,264,13,69.007,0.0059,3.468005,0.000088,6,28,0.022,0.018,0.9,1.3,2.2,0.046,1136,-,4,,,
1306.03,3.7452,216,11,66.458,0.011,5.91495,0.00027,9,63,0.018,0.025,0.7,2.3,1.8,0.065,956,-,4,,,
1307.01,3.8988,736,23,105.4744,0.0045,44.84967,0.00096,96,1068,0.025,0.058,0.1,4,3.0,0.252,505,-,4,,,
1307.02,2.3012,512,18,70.6975,0.0042,20.342,0.00039,58,404,0.024,0.033,0.7,2.2,2.8,0.149,657,-,4,,,
1308.01,5.5317,382,24,78.9578,0.0056,23.58427,0.00063,28,134,0.019,0.019,0.6,2.2,2.0,0.164,607,-,4,,,
1309.01,4.6916,266,25,70.4515,0.0053,10.11672,0.00022,11,32,0.0175,0.01,0.8,1.3,2.5,0.098,1117,-,4,,,
