Motive Confirmed,,,,,,,,,,,,,,,,,
,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,"Tortured
"
,"March  1, 1993",Zukhuruddin Suyari,Male,Tajikistan,Todzhikiston,Tajikistan,Print,Print Reporter,"Business, Culture",No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"February 25, 1993",Kemal Kilic,Male,Turkey,Ozgur Gundem,Turkey,Print,Print Reporter,Human Rights,No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"January 31, 1993",Bhola Nath Masoom,Male,India,Hind Samachar,India,Print,Print Reporter,"Business, Culture, Politics",Yes,Local,Political Group,Murder,Yes,No,No,"No
"
,"January 27, 1993",Ugur Mumcu,Male,Turkey,Cumhuriyet,Turkey,Print,Print Reporter,"Crime, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No
"
,"January 15, 1993",María Veronica Tessari,Female,Venezuela,Colombian Media,Venezuela,Print,Print Reporter,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"January 11, 1993",Romeo Lagaspi,Male,Philippines,Voice of Zambales,Philippines,Print,Publisher,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"January 10, 1993",Karmela Sojanovic,Female,Bosnia,Oslobodjenje,Bosnia-Herzegovina,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,January 1993,Saidmurod Yerov,Male,Tajikistan,Farkhang,Tajikistan,Print,"Editor, Publisher",,No,Local,Paramilitary Group,Murder,Yes,Yes,No,"Yes
"
,"January  1, 1993",Francisco Parada,Male,El Salvador,,El Salvador,"Radio, Television",Publisher,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"December 27, 1992",Youcef Sebti,Male,Algeria,Freelancer,Algeria,Print,Print Reporter,"Corruption, Human Rights, Politics",Yes,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"December, 1992",Khushvaht Muborakshoev,Male,Tajikistan,Tajikistan State Television,Tajikistan,Television,Broadcast,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"December, 1992",Jamshed Davliyatmamatov,Male,Tajikistan,Khovar Information Agency,Tajikistan,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"December, 1992",Filolisho Khilvatshoev,Male,Tajikistan,Payomi Dushanbe,Tajikistan,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"December, 1992",Mukhtor Bugdiev,Male,Tajikistan,Khovar Information Agency,Tajikistan,Print,Photographer,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"November 27, 1992",Virgilio Fernández,Male,Venezuela,El Universal,Venezuela,Print,Print Reporter,"Politics, War",No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"November 20, 1992",Namik Taranci,Male,Turkey,Gercek,Turkey,Print,Print Reporter,"Corruption, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"November 17, 1992",Tavakkal Faizulloev,Male,Tajikistan,Subhi Yovon,Tajikistan,Print,Print Reporter,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"November  1, 1992",Tihomir Tunukovic,Male,Bosnia,BBC TV,Bosnia-Herzegovina,Television,Camera Operator,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"October 20, 1992",Fernando Marcelino,Male,Angola,Jango,Angola,Print,Print Reporter,Politics,Yes,Local,Military Officials,Murder,Yes,No,No,"No
"
,"September 21, 1992",Greg Hapalla,Male,Philippines,DXAS,Philippines,Radio,Columnist,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September 20, 1992",Musa Anter,Male,Turkey,Ozgur Gundem,Turkey,Print,Columnist,"Corruption, Human Rights",Yes,Local,Government Officials,Murder,Yes,No,No,"No
"
,"September 19, 1992",Georg Friderich Pfuhl,Male,Bosnia,FADMST,Germany,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"August 23, 1992",Adolfo Isuiza Urquia,Male,Peru,Radio Tropical,Peru,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,Yes,Yes,"Yes
"
,"August 18, 1992",Gabrielle Marian Hulsen,Female,Lebanon,Freelancer,Germany,"Print, Television","Broadcast, Print Reporter","Politics, War",Yes,Foreign,Unknown Fire,Murder,Yes,No,No,"No
"
,"August 13, 1992",David Kaplan,Male,Bosnia,ABC News,United States,Television,Producer,"Politics, War",No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"August  9, 1992",Huseyin Deniz,Male,Turkey,Ozgur Gundem,Turkey,Print,Columnist,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"July 31, 1992",Yahya Orhan,Male,Turkey,Ozgur Gundem,Turkey,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"July 29, 1992",Cetin Abayay,Male,Turkey,Ozgur Halk,Turkey,Print,Editor,,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"July  1, 1992",Danilo Vergara,Male,Philippines,Philippine Post,Philippines,Print,"Columnist, Publisher","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
,"July  1, 1992",Salko Hondo,Male,Bosnia,Oslobodjenje,Bosnia-Herzegovina,Print,Photographer,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"June 24, 1992",Pedro Yauri,Male,Peru,Radio Universal,Peru,Radio,Producer,"Human Rights, War",No,Local,Government Officials,Murder,Yes,Yes,No,"No
"
,"June 17, 1992",Ivo Standeker,Male,Bosnia,Mladina,Slovenia,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"June 15, 1992",Chingiz Fuad-ogly Mustafayev,Male,Azerbaijan,DR-Press,Azerbaijan,Print,"Photographer, Print Reporter","Human Rights, War",No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
,"June  8, 1992",Hafiz Akdemir,Male,Turkey,Ozgur Gundem,Turkey,Print,Print Reporter,"Corruption, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"June  8, 1992",Farag Fouda,Male,Egypt,October,Egypt,Print,Columnist,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
"
,"June  5, 1992",Alejandro Pérez,Male,Peru,Channel 2-Frequencia Latina TV,Peru,Television,Producer,"Human Rights, War",No,Local,Political Group,Murder,Yes,No,No,"No
"
,"June, 1992",Tura Kobilov,Male,Tajikistan,Bairaki Dusti,Tajikistan,Print,Editor,,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
"
,"May 18, 1992",M. L. Manchanda,Male,India,All India Radio,India,Radio,Producer,Politics,No,Local,Political Group,Murder,Yes,Yes,No,"No
"
,"May 17, 1992",Jordi Pujol,Male,Bosnia,Avui,Spain,Print,Photographer,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May  7, 1992",Olim Zarobekov,Male,Tajikistan,Tajikistan Radio,Tajikistan,Radio,Producer,,No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
"
,"May  7, 1992",Shirindzhon Amirdzhonov,Male,Tajikistan,Tajikistan Radio,Tajikistan,Radio,Broadcast,,No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
"
,"May  6, 1992",Ismael Jaimes,Male,Colombia,La Opinion,Colombia,Print,"Editor, Publisher",Human Rights,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"May  5, 1992",Murodullo Sheraliev,Male,Tajikistan,Sadoi Mardum,Tajikistan,Print,Editor,,No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
"
,"April 29, 1992",Per-Ove Carlsson,Male,Papua New Guinea,Freelancer,Sweden,Television,Producer,"Politics, War",Yes,Foreign,Political Group,Murder,Yes,No,No,"No
"
,"April 14, 1992",Kruno Marinovic,Male,Bosnia,Croatian State Radio,Bosnia-Herzegovina,Radio,Broadcast,War,No,Local,Military Officials,Murder,Yes,Yes,No,"No
"
,"April  9, 1992",Kjasif Smajlovic,Male,Bosnia,Oslobodjenje,Bosnia-Herzegovina,Print,Print Reporter,War,No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"March 23, 1992",Izzet Kezer,Male,Turkey,Sabah,Turkey,Print,Print Reporter,War,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"March 11, 1992",Manuel de Dios Unanue,Male,USA,El Diario/La Prensa,Cuba,Print,Editor,Crime,No,Local,Criminal Group,Murder,Partial,No,No,"No
"
,"February 24, 1992",Cengiz Altun,Male,Turkey,Yeni Ulke,Turkey,Print,Print Reporter,"Corruption, Politics",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,"February  9, 1992",Halit Gungen,Male,Turkey,2000'e Dogru,Turkey,Print,Editor,"Corruption, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"January 17, 1992",Paul Jenks,Male,Croatia,European Pressphoto Agency,United Kingdom,Print,Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"January 15, 1992",Mustafa Jeha,Male,Lebanon,Al-Amal,Lebanon,Print,Columnist,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"January  3, 1992",Ram Singh Biling,Male,India,"Azdi Awaz, Daily Ajit",India,Print,Print Reporter,"Corruption, Human Rights, Politics",Yes,Local,Government Officials,Dangerous Assignment,,Yes,No,"No
"
"
",,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,
Media Workers,,,,,,,,,,,,,,,,,
,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,"Tortured
"
,"December 22, 2009",Mian Iqbal Shah,,Pakistan,Peshawar Press Club,Pakistan,,,,,,,,,,,"
"
,"November 23, 2009",Benjie Adolfo,,Philippines,Gold Star Daily,Philippine,,,,,,,,,,,"
"
,"November 23, 2009",Daniel Tiamson,,Philippines,UNTV,Philippine,,,,,,,,,,,"
"
,"October 23, 2008",Niko Franjic,,Croatia,Nacional,,,,,,,,,,,,"
"
,"September 13, 2008",Qaydar Sulaiman,,Iraq,Al-Sharqiya ,,,,,,,,,,,,"
"
,"January 29, 2008",Alaa Aasi,,Iraq,Al-Forat,,,,,,,,,,,,"
"
,"October 22, 2007",Abdullah [full name unavailable],,Iraq,freelance,,,,,,,,,,,,"
"
,"October 14, 2007", Khaled Mohammad Nofan,,Iraq,Al-Watan,,,,,,,,,,,,"
"
,"October 14, 2007",Jassem Mohammad Nofan,,Iraq,Al-Watan,,,,,,,,,,,,"
"
,"October 14, 2007",Ziad Tarek al-Dibo,,Iraq,Al-Watan,,,,,,,,,,,,"
"
,"October  8, 2007",Agustín López Nolasco ,,Mexico,El Imparcial del Istmo,Mexico,,,,,,,,,,,"
"
,"October  8, 2007",Flor Vásquez López,,Mexico,El Imparcial del Istmo,Mexico,,,,,,,,,,,"
"
,"October  8, 2007",Mateo Cortés Martínez,,Mexico,El Imparcial del Istmo,Mexico,,,,,,,,,,,"
"
,"July 12, 2007",Saeed Chmagh,,Iraq,Reuters,,,,,,,,,,,,"
"
,"July  6, 2007",Ali Watan Rozouk al-Hassani,,Iraq,Al-Samawah,,,,,,,,,,,,"
"
,"May 14, 2007",Mohammad Matar Abdo,,Israel and the Occupied Palestinian Territory,Palestine,,,,,,,,,,,,"
"
,"May  7, 2007",M. Vinod Kumar,,India,Dinakaran,,,,,,,,,,,,"
"
,"May  7, 2007",K. Muthuranalingam,,India,Dinakaran,,,,,,,,,,,,"
"
,"May  7, 2007",G. Gopinath,,India,Dinakaran,,,,,,,,,,,,"
"
,"May  7, 2007",Imad Abdul-Razzaq al-Obaid,,Iraq,Al-Raad,,,,,,,,,,,,"
"
,"May  3, 2007",Adel al-Badri,,Iraq,Radio Dijla,,,,,,,,,,,,"
"
,"April  6, 2007",Hussein Nizar,,Iraq,Baghdad TV,,,,,,,,,,,,"
"
,"March 15, 2007",Sayed Agha,,Afghanistan,freelance,,,,,,,,,,,,"
"
,"February  7, 2007",Azhar Abdullah al-Maliki ,,Iraq,Iraq Media Network,,,,,,,,,,,,"
"
,"February  7, 2007", Sabah Salman,,Iraq,Iraq Media Network,,,,,,,,,,,,"
"
,"February  7, 2007",Nabras Mohammed Hadi,,Iraq,Iraq Media Network,,,,,,,,,,,,"
"
,"October 29, 2006",Anis Qassem,,Iraq,Atyaf (Iraqi Media Network),Iraqi,,,,,,,,,,,"
"
,"October 13, 2006",Ali Hlayel,,Iraq,Atyaf (Iraqi Media Network),Iraqi,,,,,,,,,,,"
"
,"October 12, 2006",Maher,,Iraq,Al-Shaabiya,Iraq,,,,,,,,,,,"
"
,"October 12, 2006",Sami Nasrallahal-Shimari ,,Iraq, Al-Shaabiya,Iraqi,,,,,,,,,,,"
"
,"October 12, 2006",Unidentified,,Iraq,Al-Shaabiya,Iraq,,,,,,,,,,,"
"
,"October 12, 2006",Hassan [full name unavailable],,Iraq, Al-Shaabiya,Iraq,,,,,,,,,,,"
"
,"October 12, 2006", Ahmad [full name unavailable],,Iraq, Al-Shaabiya,Iraq,,,,,,,,,,,"
"
,"October 12, 2006",Maher,,, Al-Shaabiya,Iraq,,,,,,,,,,,"
"
,"October 12, 2006",Ali Jabber,,Iraq,Al-Shaabiya,Iraq,,,,,,,,,,,"
"
,"October  4, 2006",Jassem Hamad Ibrahim,,Iraq,Al-Iraqiya,Iraq,,,,,,,,,,,"
"
,"August 27, 2006",Unidentified,,Iraq,Al-Sabah,Iraqi,,,,,,,,,,,"
"
,"May  8, 2006",Muazaz Ahmed Barood,,Iraq, Al-Nahrain ,Iraqi,,,,,,,,,,,"
"
,"May  7, 2006",Isma'il Muhammad Khalal,,Iraq,Al-Sabah,Iraqi,,,,,,,,,,,"
"
,"March 11, 2006",Anwar Turki,,Iraq,Al-Iraqiya,Iraqi,,,,,,,,,,,"
"
,"February 17, 2006",Mohammad Siddik,,Iraq,Voice of America,Iraqi,,,,,,,,,,,"
"
,"January  7, 2006",Allan Enwiyah,,Iraq,freelance,Iraqi,,,,,,,,,,,"
"
,"September 21, 2005",Ahlam Youssef,,Iraq,Al-Iraqiya,Iraqi,,,,,,,,,,,"
"
,"March 10, 2005",Laiq Ibrahim Nowruz al-Kakaie,,Iraq,Kurdistan TV,Iraqi,,,,,,,,,,,"
"
,"February 25, 2005", Unidentified,,Iraq,Al-Hurra,Iraqi,,,,,,,,,,,"
"
,"October  7, 2004",Ahmed Jassem,,Iraq,Nineveh Television,Iraqi,,,,,,,,,,,"
"
,"September  2, 2004",Ismail Taher Mohsin,,Iraq,The Associated Press,Iraqi,,,,,,,,,,,"
"
,"August 28, 2004",Unidentified ,,Iraq,Freelance,Iraqi,,,,,,,,,,,"
"
,"May 29, 2004",Mahmood Daoud,,Iraq,Al-Sabah al-Jedid,Iraqi,,,,,,,,,,,"
"
,"May 29, 2004",Samya Abdel Jabar,,Iraq,Al-Sabah al-Jedid,Iraqi,,,,,,,,,,,"
"
,"May 27, 2004",Mohamed Najmedin,,Iraq,freelance,Iraqi,,,,,,,,,,,"
"
,"April 19, 2004",Hussein Saleh,,Iraq,Al-Iraqiya  TV,Iraqi,,,,,,,,,,,"
"
,"March 26, 2004",Omar Kamal,,Iraq,Time,Iraqi,,,,,,,,,,,"
"
,"March 18, 2004",Muhammad Ahmad Sarham,,Iraq,Iraq Media Network,Iraqi,,,,,,,,,,,"
"
,"March 18, 2004",Najeed Rashid,,Iraq,Iraq Media Network,Iraqi,,,,,,,,,,,"
"
,"March  5, 2004",Selwan Abdelghani Medhi al-Niem,,Iraq,Voice of America,Iraqi,,,,,,,,,,,"
"
,"January 27, 2004",Yasser Khatab,,Iraq,CNN,Iraqi,,,,,,,,,,,"
"
,"October 30, 2003",Nabil Hussein,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"
"
,"October 30, 2003",Alahin Hussein,,DubaiIraq,Al-Arabiya,Iraqi,,,,,,,,,,,"
"
,"October 30, 2003",Ali Adnan,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"
"
,"October 30, 2003",Ramziya Moushee,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"
"
,"October 30, 2003",Hassan Alwan,,Iraq,Al-Arabiya,Iraqi,,,,,,,,,,,"
"
,"April  6, 2003",Kamaran Abdurazaq Muhamed,,Iraq,BBC,Iraqi,,,,,,,,,,,"
"
,"March 22, 2003",Hussein Othman,,Iraq,ITV News,Iraq,,,,,,,,,,,"
"
"
",,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,
Motive Unconfirmed,,,,,,,,,,,,,,,,,
,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,"Tortured
"
,"June 16, 2010",Joselito Agustin,,Philippines,DZJC Aksyon Radyo-Laoag station,Philippine,,,,,,,,,,,"
"
,"June 14, 2010",Desidario Camangyan,,,Sunrise FM station,Philippine,,,,,,,,,,,"
"
,"June 14, 2010",Luis Arturo Mondragón,,Honduras,Channel 19,Honduran,,,,,,,,,,,"
"
,"April 26, 2010",Edo Sule Ugbagwu,,Nigeria,The Nation,Nigeria,,,,,,,,,,,"
"
,"April 20, 2010",Jorge Alberto Orellana,,Honduras,Televisión de Honduras,Honduras,,,,,,,,,,,"
"
,"April  5, 2010",Patient Chebeya,,Democratic Republic of the Congo,freelance,Congolese,,,,,,,,,,,"
"
,"April  4, 2010",Metin Alata?,,Turkey,Azadiya Welat,Turkey,,,,,,,,,,,"
"
,"March 26, 2010",Manuel Juárez,,Honduras,Radio Super 10  ,Honduras,,,,,,,,,,,"
"
,"March 26, 2010",José Bayardo Mairena,,Honduras,Excélsior,Honduras,,,,,,,,,,,"
"
,"March 14, 2010",Nahúm Palacios Arteaga,,Honduras,"TV Channel 5, Radio Tocoa",Honduras,,,,,,,,,,,"
"
,"March 12, 2010",Evaristo Pacheco Solís,,Mexico,Visión Informativa,Mexico,,,,,,,,,,,"
"
,"March 11, 2010",David Meza Montesinos,,Honduras,"Radio El Patio, Radio América",Honduras,,,,,,,,,,,"
"
,"March  1, 2010",Arun Singhaniya,,Nepal,Today Group,,,,,,,,,,,,"
"
,"March  1, 2010",Joseph Hernández Ochoa,,Honduras,TV Channel 51,Honduras,,,,,,,,,,,"
"
,"February  8, 2010",Jamim Shah,,Nepal,Channel Nepal and Space Time Network,Nepal,,,,,,,,,,,"
"
,"January 29, 2010",Jorge Ochoa Martínez,,Mexico,El Sol de la Costa> ,Mexico,,,,,,,,,,,"
"
,January 2010,José Luis Romero,,Mexico,Línea Directa,Mexico,,,,,,,,,,,"
"
,"January  5, 2010",Bobi Tsankov,,Bulgaria,freelance,Bulgaria,,,,,,,,,,,"
"
,"December 24, 2009",Ismael Pasigna,,Philippines,B-96,Philippines,,,,,,,,,,,"
"
,"December 22, 2009",Gennady Pavlyuk (Ibragim Rustambek),,Kazakhstan,Bely Parokhod,Russia,,,,,,,,,,,"
"
,"December 22, 2009",José Alberto Velázquez López,,Mexico,Expresiones de Tulum,Mexico,,,,,,,,,,,"
"
,"December 15, 2009",Hárold Humberto Rivas Quevedo,,Colombia,CNC Bugavisión and Voces de Occidente,Colombia,,,,,,,,,,,"
"
,"December 14, 2009",José Givonaldo Vieira,,Brazil,Bezerros FM and Folha do Agreste,Brazil,,,,,,,,,,,"
"
,"November 24, 2009",José Emilio Galindo Robles,,Mexico,Radio Universidad de Guadalajara,Mexico,,,,,,,,,,,"
"
,"September 22, 2009",Diego de Jesús Rojas Velásquez,,Colombia,Supía TV,Colombia,,,,,,,,,,,"
"
,"August 23, 2009",Bruno Koko Chirambiza,,Democratic Republic of the Congo,Radio Star,Congolese,,,,,,,,,,,"
"
,"August 14, 2009",Siddique Bacha Khan,,Pakistan,Aaj TV,Pakistani,,,,,,,,,,,"
"
,"July 28, 2009",Juan Daniel Martínez Gil,,Mexico,Radiorama and W Radio ,Mexico,,,,,,,,,,,"
"
,"July 27, 2009",Godofredo Linao,,Philippines,Radyo Natin ,Philippine,,,,,,,,,,,"
"
,"July  3, 2009",Gabriel Fino Noriega,,Honduras,"Estelar Radio, Radio América, TV Channel 9",,,,,,,,,,,,"
"
,"June 29, 2009",Vyacheslav Yaroshenko,,Russia,Korruptsiya i Prestupnost,,,,,,,,,,,,"
"
,"June  6, 2009",Marco Antonio Estrada,,Guatemala,Tele Diario,,,,,,,,,,,,"
"
,"May  3, 2009",Carlos Ortega Samper,,Mexico,El Tiempo de Durango ,Mexico,,,,,,,,,,,"
"
,"April 16, 2009",Wasi Ahmad Qureshi,,Pakistan,"Daily Azadi, Balochistan Express",Pakistani,,,,,,,,,,,"
"
,"April  1, 2009",Rolando Santiz,,Guatemala,Telecentro 13,,,,,,,,,,,,"
"
,"March 31, 2009",Rafael Munguía Ortiz,,Honduras,Radio Cadena Voces,,,,,,,,,,,,"
"
,"March 26, 2009",Raja Assad Hameed,,Pakistan,"The Nation, Waqt TV",,,,,,,,,,,,"
"
,"March 11, 2009",Jawed Ahmad,,Afghanistan,freelance ,,,,,,,,,,,,"
"
,"February 13, 2009",Jean Paul Ibarra Ramírez,,Mexico,El Correo,Mexico,,,,,,,,,,,"
"
,"February  2, 2009",Bruno Jacquet Ossébi,,Republic of Congo,Mwinda,France Congolese,,,,,,,,,,,"
"
,"January 22, 2009",Badrodin Abbas,,Philippines,DXCM,,,,,,,,,,,,"
"
,"January  5, 2009",Shafig Amrakhov,,Russia,RIA 51,,,,,,,,,,,,"
"
,"December  2, 2008",Leo Mila,,Philippines,Radyo Natin,,,,,,,,,,,,"
"
,"November 21, 2008",Didace Namujimbo,,Democratic Republic of the Congo,Radio Okapi,,,,,,,,,,,,"
"
,"November 20, 2008",Jagjit Saikia,,India,Amar Asom,,,,,,,,,,,,"
"
,"November 17, 2008",Arecio Padrigao,,Philippines,DXRS,,,,,,,,,,,,"
"
,"October 22, 2008",Abel Girón Morales,,Guatemala,El Periódico,,,,,,,,,,,,"
"
,"October 16, 2008",Eiphraim Audu,,Nigeria,Nasarawa State Broadcasting Service,Nigeria,,,,,,,,,,,"
"
,"October 10, 2008",Miguel Angel Villagómez Valle,,Mexico, La Noticia de Michoacán,Mexico,,,,,,,,,,,"
"
,"October 10, 2008",Dyar Abas Ahmed,,Iraq,Eye Iraq ,,,,,,,,,,,,"
"
,"October  8, 2008",Jagat Prasad Joshi,,Nepal,Janadisha,,,,,,,,,,,,"
"
,"August 16, 2008",Paul Aboyomi Ogundeji,,Nigeria,ThisDay,Nigeria,,,,,,,,,,,"
"
,"August  7, 2008",Normando García Reyes,,Dominican Republic,Teleunión,,,,,,,,,,,,"
"
,"June  2, 2008",Pierre Fould Gerges,,Venezuela,Reporte Diario de la Economía ,,,,,,,,,,,,"
"
,"May 28, 2008",Trent Keegan,,Kenya,freelance,,,,,,,,,,,,"
"
,"May 10, 2008",Jorge Mérida Pérez,,Guatemala,Prensa Libre,,,,,,,,,,,,"
"
,"April 14, 2008",Khadim Hussain Sheikh,,Pakistan,Sindh TV and Khabrein ,,,,,,,,,,,,"
"
,"April  7, 2008",Teresa Bautista Merino ,,Mexico,La Voz que Rompe el Silencio,Mexico,,,,,,,,,,,"
"
,"April  7, 2008",Felicitas Martínez Sánchez,,Mexico,La Voz que Rompe el Silencio,Mexico,,,,,,,,,,,"
"
,"April  7, 2008",Benefredo Acabal,,Philippines,The Filipino Newsmen,,,,,,,,,,,,"
"
,"April  7, 2008",Georgi Stoev,,Bulgaria,freelance,,,,,,,,,,,,"
"
,"March 21, 2008",Ilyas Shurpayev,,Russia,Channel One ,,,,,,,,,,,,"
"
,"March 21, 2008",Gadzhi Abashilov,,Russia,Dagestan,,,,,,,,,,,,"
"
,"March 13, 2008",Qassim Abdul Hussein al-Iqabi,,Iraq,Al-Muwatin,,,,,,,,,,,,"
"
,"February 12, 2008",Mauricio Estrada Zamora,,Mexico,La Opinión de Apatzingán,Mexico,,,,,,,,,,,"
"
,"February 12, 2008",Hisham Mijawet Hamdan,,Iraq,Young Journalists Association,,,,,,,,,,,,"
"
,"December 24, 2007",Ferdinand Lintuan,,Philippines,DXGO and Sun Star,,,,,,,,,,,,"
"
,"December 15, 2007","Ali Shafeya al-Moussawi,",,Iraq,Alive in Baghdad,,,,,,,,,,,,"
"
,"December  8, 2007",Gerardo Israel García Pimentel,,Mexico,La Opinion de Michoacán,Mexico,,,,,,,,,,,"
"
,"September 23, 2007",Jawad al-Daami,,Iraq,Al-Baghdadia,,,,,,,,,,,,"
"
,"September 20, 2007",Salvador Sánchez Roque,,El Salvador,freelance,,,,,,,,,,,,"
"
,"September 15, 2007",Shankar Panthi,,Nepal,Naya Satta,,,,,,,,,,,,"
"
,"September  5, 2007",Javier Darío Arroyave,,Colombia,Ondas del Valle,,,,,,,,,,,,"
"
,"August  9, 2007",Patrick Kikuku Wilungula,,Democratic Republic of the Congo,freelance,,,,,,,,,,,,"
"
,"August  1, 2007",Sahadevan Nilakshan,,Sri Lanka,Chaalaram,,,,,,,,,,,,"
"
,"May 31, 2007",Saif Fakhry,,Iraq,Associated Press Television News,,,,,,,,,,,,"
"
,"May 28, 2007",Mahmoud Hassib al-Qassab,,Iraq,Al-Hawadith,,,,,,,,,,,,"
"
,"May 28, 2007",Abdul Rahman al-Issawi,,Iraq,National Iraqi News Agency,,,,,,,,,,,,"
"
,"May 20, 2007",Ali Khalil,,Iraq,Azzaman,,,,,,,,,,,,"
"
,"May 16, 2007",Alix Joseph,,Haiti,Radio-Télé Provinciale,,,,,,,,,,,,"
"
,"May  3, 2007",Mario Rolando López Sánchez,,Guatemala,Radio Sonora,,,,,,,,,,,,"
"
,April 2007,Saúl Noé Martínez Ortega,,Mexico,Interdiario,,,,,,,,,,,,"
"
,"April  5, 2007",Vyacheslav Ifanov,,Russia,Novoye Televideniye Aleiska,,,,,,,,,,,,"
"
,"March 16, 2007",Hussein al-Jabouri,,Iraq,As-Saffir,,,,,,,,,,,,"
"
,"February 20, 2007",Hernani Pastolero,,Philippines,Lightning Courier Weekly,,,,,,,,,,,,"
"
,"February 16, 2007",Ali Mohammed Omar,,Somalia,Radio Warsan,,,,,,,,,,,,"
"
,"January 10, 2007",Lan Chengzhang,,China,Zhongguo Maoyi Bao,,,,,,,,,,,,"
"
,"December 26, 2006",Yasin al-Dulaimi,,Iraq,Radio Al-Mustaqbal,,,,,,,,,,,,"
"
,"December 22, 2006",Godwin Agbroko,,Nigeria,ThisDay,,,,,,,,,,,,"
"
,"December 20, 2006",Andres Acosta,,Philippines,DZJC,,,,,,,,,,,,"
"
,"December  7, 2006",Ponciano Grande,,Philippines,DWJJ,,,,,,,,,,,,"
"
,"November 30, 2006",Adolfo Sánchez Guzmán,,Mexico,Orizaba en Vivo,,,,,,,,,,,,"
"
,"November 16, 2006",José Manuel Nava Sánchez,,Mexico, El Sol de México,,,,,,,,,,,,"
"
,"November 10, 2006",Misael Tamayo Hernández,,Mexico, El Despertar de la Costa,,,,,,,,,,,,"
"
,"November  3, 2006",Ahmad al-Rashid,,Iraq,Al-Sharqiya,,,,,,,,,,,,"
"
,"November  1, 2006",Mohammad Ismail,,Pakistan,Pakistan Press International,,,,,,,,,,,,"
"
,"October 13, 2006",Raed Qays,,Iraq,Sawt al-Iraq,,,,,,,,,,,,"
"
,"October 10, 2006",Azad Muhammad Hussein,,Iraq,Radio Dar Al-Salam,,,,,,,,,,,,"
"
